CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,TenureBucket,Exited
625.0,Spain,Female,62.0,1,107569.96,1,1,1,182336.45,New,0
706.0,Spain,Male,62.0,4,114386.85,1,1,1,28601.68,Mid,0
577.0,Germany,Female,43.0,3,127940.47,1,0,0,125140.72,Mid,1
663.0,Spain,Female,33.0,8,122528.18,1,1,0,196260.3,Loyal,0
696.0,Spain,Female,43.0,4,0.0,2,1,1,66406.37,Mid,0
667.0,France,Male,33.0,4,0.0,2,1,1,131834.75,Mid,0
622.0,France,Female,35.0,5,0.0,2,1,0,51112.8,Mid,0
693.0,Germany,Male,25.0,6,146580.69,1,0,1,14633.35,Loyal,0
498.0,Germany,Male,61.0,7,102453.26,1,1,0,187247.56,Loyal,1
800.0,Spain,Male,38.0,9,0.0,1,1,0,78744.39,Loyal,0
577.0,France,Female,46.0,1,0.0,1,1,1,158750.53,New,0
651.0,France,Male,35.0,2,86911.8,1,1,0,174094.24,New,0
678.0,France,Male,38.0,3,0.0,2,1,0,66561.6,Mid,0
545.0,France,Male,26.0,7,0.0,2,0,1,156598.23,Loyal,0
693.0,Germany,Female,43.0,1,121927.92,1,1,0,87994.95,New,1
590.0,France,Male,31.0,8,112211.61,1,1,0,26261.42,Loyal,0
697.0,France,Male,32.0,7,175464.85,3,1,0,116442.42,Loyal,1
506.0,Spain,Male,50.0,3,0.0,2,1,0,12016.79,Mid,0
621.0,Spain,Female,36.0,7,116338.68,1,1,1,155743.48,Loyal,0
849.0,France,Female,41.0,6,0.0,2,1,1,169203.51,Loyal,1
666.0,France,Male,51.0,2,148222.65,1,0,0,156953.54,New,1
785.0,France,Female,47.0,9,122031.55,1,1,1,33823.5,Loyal,1
614.0,Spain,Female,36.0,1,44054.84,1,1,1,73329.08,New,0
493.0,France,Female,31.0,3,0.0,1,1,1,176570.28,Mid,1
586.0,France,Female,38.0,6,0.0,2,1,1,37935.83,Loyal,0
590.0,France,Female,60.0,6,147751.75,1,1,0,88206.04,Loyal,1
512.0,France,Female,41.0,6,0.0,1,1,1,100507.81,Loyal,0
598.0,Germany,Female,27.0,10,171283.91,1,1,1,84136.12,Loyal,0
791.0,Germany,Male,35.0,5,129828.58,1,1,1,181918.26,Mid,1
666.0,Germany,Female,44.0,2,122314.5,1,0,0,68574.88,New,1
582.0,France,Female,43.0,5,153313.67,1,0,0,170563.73,Mid,0
418.0,France,Female,46.0,9,0.0,1,1,1,81014.5,Loyal,1
650.0,France,Female,31.0,1,160566.11,2,0,0,27073.81,New,0
673.0,Spain,Female,32.0,0,0.0,1,1,1,72873.33,New,0
736.0,France,Male,54.0,7,111729.47,2,0,1,84920.49,Loyal,0
550.0,France,Female,46.0,7,0.0,2,1,0,130590.35,Loyal,0
662.0,France,Male,26.0,0,0.0,2,0,1,72929.96,New,0
545.0,Spain,Female,32.0,4,0.0,1,1,0,94739.2,Mid,0
726.0,France,Female,34.0,0,185734.75,1,1,1,102036.82,New,0
468.0,France,Female,32.0,8,137649.47,1,0,0,198714.29,Loyal,0
794.0,France,Male,30.0,8,0.0,2,1,1,24113.91,Loyal,0
523.0,Germany,Male,41.0,0,119276.31,1,0,0,122284.38,New,1
452.0,Germany,Male,52.0,1,98443.14,2,0,0,92033.98,New,0
629.0,Spain,Male,39.0,5,0.0,2,0,0,116748.14,Mid,0
576.0,France,Male,39.0,9,84719.98,1,0,0,191063.36,Loyal,0
655.0,France,Female,20.0,7,134397.61,1,0,0,28029.54,Loyal,0
701.0,Spain,Female,33.0,7,123870.07,1,1,0,97794.71,Loyal,0
632.0,Germany,Male,41.0,3,126550.7,1,0,0,177644.52,Mid,1
582.0,France,Female,29.0,0,0.0,1,1,1,84012.81,New,0
673.0,Spain,Female,35.0,6,0.0,2,1,0,98618.79,Loyal,0
711.0,France,Female,25.0,7,0.0,3,1,1,9679.28,Loyal,0
737.0,Germany,Male,31.0,5,121192.22,2,1,1,74890.58,Mid,0
648.0,Germany,Female,51.0,2,116574.84,1,1,0,4121.04,New,1
602.0,France,Male,59.0,7,0.0,2,1,1,162347.05,Loyal,0
518.0,Germany,Male,29.0,9,125961.74,2,1,0,160303.08,Loyal,1
655.0,France,Female,26.0,7,106198.5,1,0,1,32020.42,Loyal,0
714.0,France,Female,52.0,2,0.0,1,0,1,144045.08,New,1
564.0,Germany,Female,30.0,0,100954.88,2,0,0,134175.15,New,0
644.0,France,Male,37.0,2,186347.97,2,1,0,92809.73,New,0
688.0,Germany,Male,35.0,5,111578.18,1,0,0,166165.93,Mid,1
554.0,France,Male,31.0,1,0.0,2,0,1,192660.55,New,0
446.0,Spain,Female,45.0,10,125191.69,1,1,1,128260.86,Loyal,1
580.0,Germany,Male,35.0,10,136281.41,2,1,1,24799.47,Loyal,0
650.0,Germany,Male,26.0,4,214346.96,2,1,0,128815.33,Mid,0
697.0,Spain,Female,40.0,7,130334.35,2,0,1,116951.1,Loyal,0
584.0,Germany,Male,42.0,3,137479.13,1,1,0,25669.1,Mid,0
647.0,Germany,Female,35.0,3,166518.63,2,1,0,147930.46,Mid,0
579.0,France,Female,27.0,9,0.0,2,1,0,126838.7,Loyal,0
707.0,France,Male,33.0,2,0.0,2,0,0,130866.95,New,0
528.0,France,Male,35.0,3,156687.1,1,1,0,199320.77,Mid,0
527.0,France,Male,39.0,4,0.0,2,1,0,167183.07,Mid,1
569.0,Spain,Female,34.0,3,0.0,1,1,0,133997.53,Mid,0
743.0,Spain,Male,43.0,2,161807.18,2,0,1,93228.86,New,1
617.0,France,Female,26.0,2,165947.99,2,0,1,168834.38,New,0
567.0,France,Female,48.0,3,0.0,1,1,0,55362.45,Mid,0
704.0,Spain,Female,37.0,9,155619.58,1,1,1,135088.58,Loyal,0
850.0,France,Male,35.0,3,162442.35,1,1,0,183566.78,Mid,0
764.0,France,Female,24.0,7,0.0,2,1,0,186105.99,Loyal,0
709.0,France,Male,37.0,7,0.0,1,1,0,159486.76,Loyal,0
758.0,France,Male,51.0,8,81710.46,1,1,1,116520.07,Loyal,0
640.0,France,Male,38.0,9,0.0,2,1,0,88827.67,Loyal,0
660.0,Spain,Female,36.0,0,84438.57,1,1,1,181449.51,New,0
683.0,Germany,Female,39.0,2,47685.47,2,1,1,86019.48,New,0
613.0,Germany,Male,40.0,1,147856.82,3,0,0,107961.11,New,1
500.0,France,Male,56.0,1,100374.58,1,1,0,118490.8,New,1
685.0,Spain,Male,38.0,4,0.0,2,1,1,35884.91,Mid,0
794.0,Spain,Male,33.0,8,0.0,2,0,0,91340.02,Loyal,0
500.0,Spain,Male,37.0,9,125822.21,1,1,0,111698.0,Loyal,0
747.0,France,Female,40.0,3,0.0,1,0,0,57817.84,Mid,1
697.0,France,Female,34.0,2,126558.92,1,1,0,73334.43,New,0
844.0,France,Male,18.0,2,160980.03,1,0,0,145936.28,New,0
659.0,Spain,Female,38.0,9,0.0,2,1,1,35701.06,Loyal,0
515.0,Spain,Male,35.0,10,176273.95,1,0,1,121277.78,Loyal,0
639.0,Spain,Female,27.0,8,133806.54,2,1,0,6251.3,Loyal,0
756.0,Germany,Female,26.0,5,155143.52,1,0,1,135034.57,Mid,1
675.0,France,Male,54.0,6,0.0,1,1,0,110273.84,Loyal,1
622.0,France,Male,35.0,8,0.0,2,1,1,131772.51,Loyal,0
684.0,Spain,Female,41.0,1,134177.06,1,0,0,177506.66,New,0
749.0,France,Female,26.0,6,0.0,2,0,1,34948.77,Loyal,0
642.0,France,Male,40.0,1,154863.15,1,1,1,138052.51,New,0
717.0,Germany,Male,35.0,7,58469.37,2,1,1,172459.39,Loyal,0
666.0,Germany,Male,62.0,1,53013.29,2,1,1,112222.64,New,0
583.0,France,Female,27.0,1,125406.58,1,1,1,110784.42,New,0
684.0,France,Male,33.0,4,140700.61,1,1,0,103557.93,Mid,0
743.0,Spain,Female,36.0,8,92716.96,1,1,1,33693.78,Loyal,0
551.0,Spain,Male,32.0,4,0.0,2,1,0,53420.53,Mid,0
566.0,Spain,Male,44.0,5,0.0,2,1,0,66462.79,Mid,0
596.0,Germany,Male,47.0,5,140187.1,2,1,1,174311.3,Mid,0
585.0,France,Female,30.0,6,0.0,2,1,1,137757.69,Loyal,0
555.0,Germany,Female,46.0,4,120392.99,1,1,0,177719.88,Mid,1
646.0,Germany,Male,46.0,1,170826.55,2,1,0,45041.32,New,0
591.0,Spain,Male,58.0,5,128468.69,1,0,1,137254.55,Mid,0
724.0,France,Female,28.0,5,0.0,1,1,0,59351.68,Mid,0
570.0,France,Female,43.0,9,0.0,2,0,1,11417.26,Loyal,0
539.0,France,Male,20.0,0,83459.86,1,1,1,146752.67,New,0
623.0,France,Male,48.0,5,118469.38,1,1,1,158590.25,Mid,0
614.0,France,Female,27.0,9,106414.57,2,0,0,77500.81,Loyal,0
811.0,Spain,Male,44.0,3,0.0,2,0,1,78439.73,Mid,0
747.0,France,Female,21.0,4,81025.6,2,1,0,167682.57,Mid,0
695.0,France,Male,29.0,5,0.0,2,1,1,6770.44,Mid,0
625.0,France,Female,51.0,4,124620.01,2,1,0,92243.94,Mid,1
448.0,Spain,Male,25.0,2,0.0,2,0,0,95215.73,New,0
594.0,France,Male,35.0,2,0.0,2,1,0,103480.69,New,0
639.0,France,Male,37.0,5,98186.7,1,0,1,173386.95,Mid,0
579.0,France,Male,38.0,8,0.0,2,0,0,91763.67,Loyal,0
727.0,Germany,Male,39.0,5,80615.46,2,0,0,180962.32,Mid,0
607.0,France,Female,39.0,10,0.0,3,1,0,132741.13,Loyal,1
449.0,Spain,Female,31.0,1,113693.0,1,0,0,82796.29,New,0
445.0,Germany,Female,34.0,7,131082.17,2,1,1,70618.0,Loyal,0
550.0,France,Female,48.0,6,0.0,2,1,1,191870.28,Loyal,0
714.0,Spain,Male,34.0,5,0.0,2,1,0,193040.32,Mid,0
561.0,France,Male,56.0,7,152759.0,2,1,0,133167.11,Loyal,1
627.0,Germany,Female,30.0,6,57809.32,1,1,0,188258.49,Loyal,0
653.0,France,Male,47.0,6,0.0,1,1,0,50695.93,Loyal,1
718.0,Spain,Male,28.0,6,0.0,2,1,0,146875.86,Loyal,0
679.0,France,Female,33.0,1,0.0,2,0,0,69608.48,New,0
723.0,France,Male,42.0,2,99095.73,1,1,1,17512.53,New,0
676.0,Spain,Male,27.0,4,0.0,1,0,1,107955.67,Mid,0
470.0,Spain,Male,31.0,4,55732.92,2,1,1,103792.53,Mid,0
762.0,France,Male,53.0,1,102520.37,1,1,1,170195.4,New,0
774.0,France,Female,41.0,5,126670.37,1,1,0,102426.06,Mid,0
549.0,France,Male,29.0,3,0.0,2,1,0,146090.38,Mid,0
740.0,France,Male,33.0,1,129574.98,1,1,1,123300.38,New,0
626.0,France,Male,38.0,7,141074.59,1,1,0,52795.56,Loyal,1
790.0,France,Female,31.0,9,0.0,2,1,0,84126.75,Loyal,0
713.0,Germany,Female,24.0,7,147687.24,1,1,1,121592.5,Loyal,0
553.0,Spain,Male,38.0,1,181110.13,2,1,0,184544.59,New,0
594.0,France,Male,38.0,4,0.0,2,0,0,186884.04,Mid,0
758.0,France,Female,34.0,1,154139.45,1,1,1,60728.89,New,0
640.0,Germany,Male,33.0,8,81677.22,2,0,0,34925.56,Loyal,0
574.0,Spain,Male,34.0,5,0.0,2,0,0,28269.86,Mid,0
532.0,France,Male,38.0,9,0.0,2,0,0,30583.95,Loyal,0
593.0,France,Male,45.0,4,138825.19,1,0,0,10828.78,Mid,0
652.0,Spain,Female,38.0,1,103895.31,1,0,1,159649.44,New,0
542.0,France,Female,39.0,4,109949.39,2,1,1,41268.65,Mid,0
651.0,Spain,Female,62.0,8,129968.67,1,1,1,11830.53,Loyal,0
711.0,France,Male,38.0,4,123345.85,1,1,0,141827.83,Mid,0
537.0,Spain,Male,30.0,1,103138.17,1,1,1,96555.42,New,0
704.0,France,Male,36.0,7,120026.98,2,0,1,100601.73,Loyal,0
513.0,France,Male,40.0,3,141004.46,1,1,0,105028.46,Mid,0
850.0,France,Female,62.0,4,0.0,2,1,1,107236.87,Mid,0
712.0,Germany,Male,27.0,8,113174.21,2,1,0,147261.58,Loyal,0
598.0,Spain,Female,38.0,6,0.0,2,0,0,173783.38,Loyal,0
704.0,Spain,Male,48.0,8,167997.6,1,1,1,173498.45,Loyal,0
578.0,France,Female,40.0,7,0.0,2,0,0,102233.73,Loyal,0
676.0,Germany,Male,28.0,1,69459.05,2,1,1,128461.29,New,0
605.0,Spain,Female,36.0,9,0.0,2,0,1,35521.63,Loyal,0
565.0,Spain,Male,38.0,0,122447.76,1,0,0,67339.34,New,0
639.0,France,Female,50.0,6,115335.32,2,1,1,53130.41,Loyal,0
630.0,Germany,Male,50.0,3,129370.91,4,1,1,47775.34,Mid,1
781.0,France,Male,32.0,6,147107.91,1,1,1,40066.95,Loyal,0
746.0,France,Male,37.0,2,0.0,2,1,0,143194.05,New,0
497.0,Germany,Male,24.0,6,111769.14,2,1,0,55859.27,Loyal,0
571.0,France,Female,33.0,9,0.0,2,0,1,77519.62,Loyal,0
781.0,France,Female,48.0,0,57098.96,1,1,0,85644.06,New,1
490.0,France,Female,35.0,7,107749.03,1,1,1,3937.37,Loyal,0
639.0,Spain,Male,28.0,8,0.0,2,1,0,126561.07,Loyal,0
662.0,France,Female,39.0,5,138106.75,1,0,0,19596.73,Mid,0
658.0,France,Female,40.0,7,140596.95,1,0,1,135459.02,Loyal,1
651.0,Germany,Male,34.0,2,90355.12,2,0,0,193597.94,New,0
604.0,Spain,Male,23.0,9,124577.33,1,1,1,7267.25,Loyal,0
605.0,Germany,Female,43.0,8,125338.8,2,1,0,23970.13,Loyal,0
842.0,France,Male,58.0,1,63492.94,1,1,1,83172.19,New,0
605.0,France,Male,32.0,9,0.0,2,1,1,55724.24,Loyal,0
560.0,France,Female,30.0,0,108883.29,1,1,0,27914.95,New,0
805.0,Germany,Female,33.0,3,105663.56,2,0,1,33330.89,Mid,0
652.0,France,Male,36.0,1,0.0,2,1,1,151314.98,New,0
642.0,France,Female,39.0,4,0.0,1,1,1,76821.24,Mid,0
623.0,France,Female,35.0,0,130557.24,1,1,1,47880.71,New,0
633.0,France,Female,60.0,8,69365.25,1,1,1,10288.24,Loyal,0
735.0,Spain,Male,50.0,9,0.0,1,0,0,166677.35,Loyal,1
659.0,France,Male,43.0,1,106086.42,2,1,0,26900.63,New,0
617.0,Germany,Male,44.0,9,49157.09,2,1,0,53294.17,Loyal,0
821.0,Germany,Male,45.0,0,135827.33,2,1,1,131778.58,New,0
784.0,Spain,Male,38.0,10,122267.85,1,0,0,145759.93,Loyal,0
639.0,Spain,Female,35.0,5,136526.26,2,1,0,59653.03,Mid,0
752.0,France,Female,36.0,1,86837.95,1,1,1,105280.55,New,0
732.0,France,Female,43.0,6,0.0,2,1,0,65731.53,Loyal,0
563.0,Spain,Male,32.0,6,0.0,2,1,1,19720.08,Loyal,0
560.0,France,Male,49.0,4,0.0,1,1,1,100075.1,Mid,1
637.0,France,Female,36.0,9,166939.88,1,1,1,72504.76,Loyal,0
835.0,Germany,Male,18.0,2,142872.36,1,1,1,117632.63,New,0
753.0,France,Male,62.0,3,121513.31,1,0,1,195563.99,Mid,0
705.0,Germany,Female,31.0,9,110941.93,2,1,0,163484.8,Loyal,0
726.0,France,Female,24.0,6,0.0,2,1,1,54724.03,Loyal,0
707.0,France,Male,33.0,8,136678.52,1,1,0,54290.62,Loyal,0
712.0,Germany,Male,38.0,7,132767.66,2,1,1,59115.77,Loyal,0
781.0,France,Male,38.0,2,117810.79,1,0,1,65632.33,New,1
633.0,France,Female,47.0,0,0.0,1,1,1,6342.84,New,1
646.0,Spain,Female,42.0,3,99836.47,1,0,1,22909.56,Mid,0
686.0,France,Female,41.0,4,129553.76,2,1,0,187599.8,Mid,0
492.0,France,Male,39.0,7,0.0,2,0,1,71323.23,Loyal,0
759.0,France,Male,26.0,4,0.0,2,1,0,135394.62,Mid,0
490.0,Germany,Female,41.0,0,139659.04,1,1,1,176254.12,New,0
770.0,Germany,Male,37.0,5,141547.26,2,0,1,180326.83,Mid,0
822.0,France,Male,38.0,6,128289.7,3,1,0,9149.96,Loyal,1
